Age,Oil_Quality,Temperature,Load,Humidity,Voltage_Fluctuations,Frequency_Fluctuations,Maintenance_Need
9,89.90991913398307,30.95902063449212,50.36435985454554,66.77560664655158,6.167989128938563,0.026455026491660046,0
18,76.66019755552465,33.952292704489956,55.837095183799775,72.41123775588565,1.024354445273319,0.0843677174984343,0
16,77.4566105222275,38.980850942453486,61.526528961379654,71.65953714602273,5.008016805328876,0.09622875225488255,0
5,94.45430433968906,36.516663904302,77.62560263168513,61.93613213253966,6.49525456476668,0.03512944844388144,0
10,71.1503394185653,37.50918401449841,59.652426702113935,52.296027727130344,2.846082937574699,0.18474356729006786,1
11,74.74384041315196,36.881579346240564,84.13515138121741,66.31296768678129,3.1251153421574425,0.013449671929320357,1
2,83.0218698787893,39.27850567976023,54.438865151100856,40.75958125998119,1.582512005527854,0.07768599014950325,0
2,79.39985677212093,26.713186921573868,69.98659288918297,78.75089014944095,7.027605502220568,0.07806571729240594,0
8,76.0524927071464,37.21596191865835,61.829392264688835,53.188023824640275,2.750628061534573,0.19606043724732186,0
10,87.1138184786831,35.08409236945439,90.14305389818009,56.700762096501904,8.749802904137681,0.054441165760719126,0
4,86.73092409425838,25.491068341684688,56.39764479159652,61.91691804307226,7.826696760524962,0.12055577822290418,0
7,94.09352487621715,30.982712901681595,56.030024566663656,68.69953317929712,1.836646957462007,0.18499635765199576,0
12,91.96500937296199,29.776757238912,89.07603276352725,46.471461363915815,6.019053535965058,0.06286577502217285,0
15,94.9359031889486,26.547896973708802,67.5893240137375,55.03458836650259,4.712581200026422,0.11002566012931267,0
19,79.07219991857586,29.647787639877833,89.362042984395,52.75601895561746,8.008531068049294,0.15608239539155394,0
1,71.13086225211815,26.685866334346752,83.23468837299671,42.23811997109212,6.959717846042789,0.0461418385449442,1
15,78.13242019123754,25.057900394218624,54.41052465521281,58.15482671543516,1.7033922743616778,0.1956643504470872,0
4,82.42286871519796,38.31399456138345,98.55245825554644,43.51843225860656,9.83490387549165,0.023218107079670224,1
13,74.30489268548213,27.352645223522728,96.52336001797228,75.28627564773936,3.3123534715731555,0.10419994734777993,0
11,72.12690187584228,32.317577886403726,90.09237129058243,61.187067087891094,3.3000359812860767,0.12748105548553626,0
12,81.31822147719349,25.831115400588494,91.91867837234554,72.71228529869114,3.7431139671225244,0.04733585161962313,1
5,93.31663828859753,37.178544976035944,81.0259991782668,63.82211719844703,9.784502253706775,0.1331231625306496,0
7,89.07912518855704,36.34110536720469,96.00281526736899,77.43081445774101,8.234035461963586,0.05296501907294792,1
5,77.78715171230803,37.29635518627751,70.78937565234568,43.26908596763402,1.7744639195648553,0.047907221598412604,0
16,92.21538737618152,35.722526590415924,94.67120768183325,69.28063021967598,4.7618484186434715,0.0979848795901511,1
4,87.43185731548665,37.756077544409834,72.9137150201351,67.3089337769534,8.697570654428159,0.18175923561209528,0
13,81.58360041891314,29.459876624384798,89.08905192849798,71.80810186981824,4.143007915763653,0.167139000150014,1
5,76.61548824224307,29.08953183792766,73.77998480516237,62.91568259822826,3.622726219120654,0.0996056223816356,0
9,84.38834720775985,25.632265010783662,84.86082440695569,52.058105567202915,6.75460919717117,0.18608903780986602,0
15,74.87252509566889,39.572200481367524,71.63192298494349,52.49761650826133,4.309061270540288,0.0949237102186056,1
16,88.53079164775464,29.590342110721128,69.05987184924867,75.50479787615919,2.4545617816624903,0.14574395819756952,0
4,93.42319699646416,28.41135832857734,82.60145908923789,54.17998293518727,5.349438905002607,0.10240763515824408,0
16,86.48169666069971,26.02379849789675,89.08884244933822,72.56455742381092,8.305264640183777,0.1134222196150686,0
14,88.12485235108034,31.447351392499005,54.072749774337616,70.63597979863607,8.600715818366197,0.16612294022321308,0
17,74.1122102923443,37.129121951945464,63.204502357711,60.40314982080038,6.540891147747267,0.14490613431802904,0
18,88.70559920684943,29.793888870719243,79.43224282853173,76.48302932655606,9.99208303541586,0.08933339673069172,1
6,82.43392098331557,36.70554998738538,64.6943713509558,52.03035611001614,9.862037447044061,0.16547385912494045,0
10,72.18456724592501,36.608326839488925,79.05086987577658,40.261563098286274,3.1482538793921915,0.15321657169320127,0
4,79.66118515720044,39.047757166168935,99.66970687131874,70.30965013488337,7.938288418881976,0.16297870597486627,0
1,88.2362028521497,28.8521955514028,94.25511845395347,70.59125969088717,2.655058831619208,0.0651910548821737,0
6,84.45525872854842,33.77568828820549,78.88357596747132,47.83426691051436,4.702749119783757,0.15933684510152732,0
1,77.65956627993702,38.94163560311513,53.41502711822272,72.62666229303785,1.08967167627081,0.08986742347653383,0
18,94.71872507731693,28.522684492403574,91.14308773351038,74.35946067290482,2.812940484224352,0.1042101775279551,0
19,84.35079599070797,27.022480047840173,97.58163234918274,66.28384901995436,3.0125629139530963,0.06651809799249042,0
5,93.62372980589399,30.70674513192572,56.38920179262779,60.780805729296794,9.889865628030861,0.05930819442719274,0
3,83.99435578236842,38.6561432751737,80.94950725680604,65.1388051353228,1.374807520318951,0.018254176901345967,0
17,84.11666338983284,36.24305231714213,57.41240602789355,65.47354763385947,9.512665299704226,0.09599575618605734,0
4,71.27926094479155,25.562165082534552,55.566010254550804,73.95810489423214,8.543727320643647,0.020160725618313374,0
3,72.60196915914213,36.59893090960604,68.34747328945006,49.173455838965154,1.2023143431994594,0.15070237206698708,0
11,85.36095157765999,31.77747028363575,62.64785574996196,76.68021913209569,2.230593937955873,0.13222022530983243,0
14,88.29084283217294,34.994805987080355,86.79927571291,77.99525305401252,6.661272495760954,0.06709768399620976,0
17,76.10081069889613,35.65724754813177,61.30991664455469,48.80196467540133,4.157186752081571,0.02409619560180772,0
8,94.09939314669185,33.29476501604945,92.31563365223502,44.210938249457655,4.072236066031028,0.051125112715043004,0
10,88.53095185325859,35.45017392731465,62.027744741921765,66.94368246429448,7.268241232011151,0.018193849167334297,0
1,75.95028193726198,34.52970847962308,82.97089170481873,44.517257909114186,9.952800187890704,0.18198696953944882,0
11,86.11050703430999,35.2200351041793,58.73787514484133,49.96284440643508,3.9944101084938604,0.08875909251079125,0
19,78.493909488073,26.558521842396306,79.09283080786015,46.566193014643254,9.307394873274891,0.12336156089448312,0
12,88.1870185024539,36.36156311841935,75.19010502888084,74.33266863205145,7.555975544206771,0.0724951620856377,0
3,84.61481442220307,32.36434003130034,78.56902884389976,76.3566106055851,8.62290361528125,0.10972916622421165,0
3,88.91634293273509,27.831728736757125,69.24693199235779,52.53218870681295,5.579542869699422,0.11412144220774804,0
4,76.2865946997306,29.673223385398416,96.51528627674395,53.26812566163778,5.799608997877233,0.14678659943629266,1
4,93.30738271604011,34.308003610825764,65.52538970868696,58.56969250027903,5.918183710147267,0.10219019276804236,0
19,94.82503286195305,39.45861886937884,95.40632134658705,45.44143977314312,6.086252036881476,0.06634278006182477,0
15,74.1133179913983,27.82121517438957,87.35497947518593,71.24012241424751,2.2999699682237758,0.07221659471675947,0
4,82.82263307653068,38.42938597665311,68.31945188525233,61.323829288826786,2.8634086372674665,0.18612387733364788,0
18,91.58690546217606,34.701631696269374,72.92986393347526,51.86850454132386,2.383522075348117,0.1576974845654983,1
19,78.69244971663727,32.462197746365504,93.6398575335073,59.27657045020333,2.7187412185025606,0.07251896576236112,0
15,76.06593316527271,30.55292867827543,59.02352710794851,63.7124998497851,6.984707479949478,0.13705581903493758,0
10,88.2766302293601,27.309141972187224,57.7134001273267,53.765913376559354,2.85850121968609,0.15616997438829147,0
2,94.43794558026642,26.80969415438731,78.36893013067018,50.726715851982945,8.905550600037888,0.04493898872064248,0
5,82.59369546894476,26.964021959104024,99.08384581884886,45.83859236045394,2.0752507518660313,0.14343441932813597,0
11,79.81076421886264,28.421993331158657,74.99370362367937,67.25927354056321,9.898662010220441,0.12113548139647592,0
12,79.79832163597854,37.78950980291803,80.7602856612858,57.68846783552107,1.0128894219654363,0.11030638726130662,0
9,89.86266147628416,28.67674070702263,81.2907318266076,43.51636696705966,8.594870872144924,0.08848817607730275,1
12,87.65152518035151,30.347273310009236,84.49870383700788,64.32832909063893,1.017915630784859,0.19856489222275547,0
3,77.97293316085239,38.9792934858389,83.69012852608884,44.66541404990125,8.069215497343201,0.16297136687303396,1
17,94.36471640362552,32.20443246817575,93.76409630669639,45.33807673575219,7.548893204756731,0.029725934036022486,0
1,92.28951217436062,33.88132317906867,71.64980884575776,65.87414875306249,7.250867237951304,0.0728489280430516,0
1,87.52320158850314,37.43101452958221,97.35017010350148,74.41641888224652,4.157949903077376,0.11113889485373717,1
7,81.01942981509598,27.142840796353735,88.91151274163315,69.0625186399225,6.643791098296272,0.15975231332420556,0
15,75.18239950389804,33.00584682384051,63.71121327120333,79.4547034254074,6.3946492184832175,0.1447763063408189,0
11,86.6241175536394,26.482087448038044,64.46709608196115,49.79958479182206,7.6558380360682285,0.07286060251819733,0
9,88.84725165620559,33.14173966248217,69.92888222477032,73.04454640764101,7.390093334026055,0.17767539007664435,1
14,85.10193867412357,33.91567988995661,98.54236324021707,63.87205902998343,3.2340871733300296,0.1126455578334844,0
3,82.39041950928119,33.19134050516355,51.170511632398025,70.16209630349411,7.386313076058276,0.1726132101951281,0
4,72.95103911736868,30.46426862078269,54.01471775084985,59.20213655826169,3.8122136276489704,0.17903975731689772,0
3,89.61826423397214,37.72657771939991,71.74681183267754,44.98771374670127,4.469505850408263,0.12854051548677198,0
12,82.2897856792379,29.64450789611689,79.83416527814879,72.41296014804917,3.5899627429008216,0.037578219254584634,0
14,91.35287212623908,36.458913186865274,97.00702989027583,53.89282885299539,7.652812377301587,0.12543244935384873,0
17,73.37046614224104,31.72723171268793,89.7215541930459,46.4949738298788,8.512049311891815,0.013412560863589773,0
9,94.1272346084163,37.08131750875928,51.90869013063267,61.33400662460598,3.2378483335787056,0.130812207465365,0
9,82.28002602790066,36.87306208484691,54.85692616738406,61.12675521751105,5.626788591490468,0.04805666552708251,0
9,71.80875921047901,37.31349978187717,57.71817234709671,50.43716521180005,7.3505921219970745,0.17338921793368287,0
3,77.00284370764594,35.36306157391118,89.8300304448876,69.99571442406713,8.420817598241438,0.02641514845791014,0
4,92.56450517751533,36.36942713798277,66.5382494595031,54.33029600214013,7.545303510731278,0.06562467193679467,0
13,78.35044871577982,36.696222470210195,89.9466849120697,61.23227207429666,1.892649382595462,0.010539924432274455,0
15,94.25195256977545,36.27019641482864,50.235162811370024,61.82380214388261,7.1568027178775555,0.18350566813507022,0
1,81.10303523136531,30.881199255170568,78.03524072009475,77.78759583920699,9.148601138568662,0.17544013526081073,1
5,79.17615611102592,27.961619645892164,81.47198486837026,79.18103399606636,4.977828305126138,0.05452633961464917,0
4,89.74424034306024,39.55196308572956,75.82410807933904,67.5803044291454,7.683469641204501,0.03283142196320611,0
14,81.67798517922093,28.844652151379073,91.0743227122276,40.03250441935535,9.6573280786242,0.11148902686666212,0
12,71.8891640548125,39.70562618844485,68.79384734388768,72.02033624611134,7.245687680045652,0.1092186021513206,0
14,90.72102265510216,26.53276317173053,80.39684014488569,75.52506659038576,3.607540632244178,0.09836601298468466,0
14,89.7615572421002,37.40461679283525,55.75387029775812,79.29108058681385,5.068673552599998,0.10650564096689254,0
12,82.87482286276651,28.17276972626248,88.32503838152923,40.782072076847136,5.218361208740896,0.12458685981070074,1
17,70.2420829246312,37.46422224354484,56.33668378924788,74.38413332768047,8.641405053894502,0.19046743970046784,0
15,73.40892518385154,26.037772070389643,87.84105048156056,74.66549830381214,9.714441784308345,0.18264202066044857,0
17,87.79976441695797,38.00054468690236,65.85832785401459,47.708747111661424,6.338800172309164,0.14355228626331898,1
2,84.77143874807255,31.275451414130288,50.73229455735223,73.5360768557626,1.6923000349457213,0.1813841195319557,0
9,87.50111253789838,38.87237310508933,72.45156045952065,41.8700675699422,9.545952083784485,0.1333759253353693,0
1,79.02336181585345,34.634189945711405,85.7795769362514,42.77304501190822,9.94620370400833,0.14978690283108986,0
5,85.73441770560697,32.745447198946756,95.05928681259519,63.72650476084708,4.560195129124701,0.12673729981094925,0
7,80.87066591043684,33.50860833562372,88.12698117433226,78.60825341234846,8.432610799486763,0.08120937369147815,0
14,80.34502550423619,33.04683456947023,77.4665998519859,58.820933121973,4.904907482878642,0.09170050378543611,0
8,80.37581544596165,27.051549051686365,67.84350539836791,55.1103476838677,7.259164882832128,0.1183169124354934,0
16,70.80139046960129,35.07352488583322,77.91526819587276,59.898193550631554,1.3768468945399257,0.05647135007414144,0
10,71.52487516953934,27.680756601801495,94.25111274692895,79.52769672506162,9.016184189311032,0.024630194836180834,0
19,91.2329790940253,37.57263243127673,93.11895589518605,66.55466896435017,1.4031307948801799,0.14234333801279303,0
9,87.3881384985248,25.94360441875892,50.484381349730135,61.98036257025716,2.9806398766954083,0.1026964175873364,0
16,75.76029254080288,39.31601320854741,83.67624764952328,71.68614964176398,6.10974531593473,0.05533399462554041,0
12,72.95316754186939,27.234379767015366,57.65658637364683,58.964257667921075,8.943806321316073,0.0934734866508121,0
7,71.01775656238422,27.33209831417812,90.18814650312576,60.02798134982673,3.4524364529288887,0.01612951861574757,0
16,81.9926788338733,26.051331457927528,92.25064285604097,70.97176907444185,1.8038834153725574,0.10045992182122436,0
2,84.69917812890208,27.24723255281595,93.17538317196085,59.084691199165114,8.286213343049123,0.13072019736852225,0
13,92.4488984035105,33.6099055571316,64.52967241926584,45.1653850950724,4.2336789913551645,0.1333093217850534,1
4,93.0067938584953,30.353558824518768,82.47553655118432,41.336974372422176,7.692508479048442,0.050091815974193335,1
19,79.15610799115639,39.00759982203945,54.824759728679155,65.7265505604191,2.7314599351390916,0.08033147796825137,0
16,93.27098636120006,30.494907414598828,98.7214024557016,44.23498789957529,3.0957744134422223,0.1018811919106549,0
4,83.64448350742002,38.89212067481611,70.4710665406334,75.52464695370685,4.186593607736858,0.19176210502826993,0
11,84.35229738792805,25.878511105057388,77.25080332386385,60.13991009565238,8.061910717683627,0.08046471446693533,0
13,74.46589095892038,28.299099606717082,75.19316443368403,40.624580119297306,9.445207200979103,0.0965780105695544,0
7,72.89653633360956,37.640170175918726,81.79839851656149,50.843936670366794,8.08489110539205,0.19927735646495318,0
4,76.10940181173638,27.45509611362246,53.90790596610706,63.32674224424175,1.0698948316767258,0.027094676252014435,1
6,73.10722234727362,28.903788076754257,54.49644201357913,53.184847231832606,8.276111696602712,0.01064785526456081,0
12,75.5822917413562,30.568260821717175,53.8874540905254,55.23099160049517,6.727855731671633,0.04949867098833462,1
1,83.49533444409678,33.762977041465334,59.20328483110204,75.73685562825267,8.186825015556462,0.0262173619425278,0
12,91.70637460193494,30.884666681095606,70.13536069838915,65.95938561779842,6.150852607248133,0.179543160975602,0
9,89.87469465596669,29.022596482844335,69.83833813274896,49.91888191242243,1.2578204542197142,0.1050343665739384,1
11,70.80890581401998,32.304162646669724,65.56877133069615,74.94756776572885,8.22805382214416,0.16087776638392384,0
12,87.46393524326673,32.97788630480509,88.41181213787704,73.62652803701377,1.6872481728342503,0.18404800825808912,0
6,71.1697947028016,39.43615411913247,92.22406502841366,65.57484662821655,4.134248321196429,0.19147113436681532,0
16,94.95063715496619,35.13931923280395,54.66494819655993,49.75861545623208,5.8653384853667205,0.06934990597666472,0
9,89.60285875734668,27.882598691605594,56.43720686874663,72.44979347804411,3.5728739618216316,0.05667157336233741,0
3,75.78454448901864,36.41995414019199,50.914262346935224,57.034730985198095,7.8374707176707545,0.12342194147990147,0
15,82.25275662463795,39.71712652987463,56.801912544723535,51.198618563524875,9.767187922061366,0.1160530748114161,1
4,88.6025307738222,27.260727157517593,68.18513623969154,48.63164273791738,5.163212216049068,0.18091755955541752,1
4,90.99516310535786,27.433777154071013,80.4995762920073,50.09292205546796,9.57487443567069,0.09439202797070209,1
8,75.72143475497892,26.72021481143268,73.97924200971156,58.2723428787348,9.253296357275074,0.19833310592061082,0
10,73.34872226757484,29.36142204546215,98.61988460753517,64.66970043175357,8.364430530435772,0.15195022831503394,1
10,93.27691481417888,35.43961327711514,50.51639598406951,76.10306896830545,7.541690838399043,0.17514362321426358,1
10,86.76904139861836,29.9916526974725,83.8887569114581,73.11252265525323,1.180238820411374,0.1233934586515959,1
4,91.90712228144493,26.431849233272203,58.90425856623272,48.180683984610326,9.114515567280007,0.1498699656517626,0
15,75.80957885753648,34.44852804630661,71.39378555478243,75.739781651333,6.153303796374463,0.1753134019154178,1
19,73.217415349438,36.627073144130385,86.48950789307924,53.78877810495517,2.1840974276492933,0.16031672207379244,0
13,78.75812963982249,31.07562235424856,52.885949050252734,60.724629642875435,7.222587363714308,0.11387088007369442,1
4,76.31749836133665,35.00225424582758,54.125173274711244,53.21936915583649,3.447005019590505,0.18458721610263054,0
10,71.81885211613977,33.835466839551316,88.21775692320924,72.59883502238738,7.225674519436317,0.04881895729037257,0
11,86.11197757812681,34.65466020391697,70.32873675964936,44.4134849949201,1.72385637104191,0.05587379819593854,0
14,76.28029903758113,31.328232040156905,94.235186334467,76.93305643751813,9.77548277657821,0.13211198862274864,1
8,81.25561173073814,32.15649226365173,73.20554316087089,48.72373420766321,1.5987457772827507,0.1745003190165125,0
8,77.20751383423477,37.224244114299914,84.36198688951876,50.31341210177351,8.80940138635734,0.0368907167037216,0
2,93.0298052104755,33.806830071322494,86.53241360926863,47.02835894669545,3.8430314267398615,0.12114034702477616,0
13,81.2552291019436,26.414321546873857,75.1203120880601,44.62631108019487,3.637860574675276,0.17332384830453143,0
3,91.99641718078571,25.447805568149448,93.69404974475965,63.23507249918612,4.554829613017484,0.09538841016503381,0
3,71.10040905732983,32.66877426973846,80.45179008612921,57.5654109533119,7.95303511529966,0.07520809974667336,0
2,83.39504799185892,33.16989735477071,58.20222956341689,72.67599409468568,2.7978591242707607,0.1770248517668965,0
6,81.318262410668,37.24252131691472,73.07842144127147,53.486446221662646,5.0237424852719155,0.18751666901444952,1
9,78.15294230869853,35.9565523329191,52.584603531758894,71.20625347319609,5.399215132527961,0.13346726505974704,0
5,77.50473645036531,28.38074377612086,99.6984631793751,63.453095302176195,9.167708873882148,0.17766029095232502,0
1,76.66970395112708,36.9039556321309,52.860377937535716,67.50569935871533,5.993649163836447,0.0716061733876711,0
12,74.98823833691414,34.43673435823433,63.78306093745516,58.82271595062638,6.747882227471365,0.11982507027460536,0
3,82.31581081696712,28.49906473840498,83.70831401868637,51.076646433460176,9.046733813370976,0.149698539256993,0
6,78.62844427587926,32.73810089778143,62.7947766914165,40.29483949075545,4.000188251160383,0.08334932337729416,1
17,78.26501324199249,28.60041488891446,91.55443180525533,50.16199268497868,1.6502295272471952,0.10710862534641674,1
9,71.65517931163917,35.82584306315792,64.24163403325487,62.85053577056824,8.096603909903962,0.19996477013604366,1
2,70.3466261575946,29.52798311218082,79.2865043104365,61.27734226781378,7.828618817073303,0.060747874248425135,1
18,92.79141889582442,32.45116635413348,90.62154730169864,78.60282935733466,3.9187461544944857,0.05007593600582132,1
17,80.34396072032187,38.472944228297536,90.71458389493182,68.44863733435088,9.531593080893456,0.044261941702421675,0
4,86.92611348325715,39.81042076920987,94.71185273448488,46.377345040806645,8.503171828102612,0.05463766652839359,0
9,81.30997412517158,39.36847981066335,98.55271034152578,79.6624955208913,1.0252625668116258,0.05995787840668535,0
5,75.01594176713921,36.55699594925047,86.80629379787786,53.816228461730944,1.9510212403649771,0.0915731577529042,0
17,93.23687966749583,27.043048972163415,79.47070700917311,63.59759214097173,5.180873357152534,0.1538296583613952,0
4,73.06654958336489,32.019206493981486,90.18996634119043,44.98446905571781,9.192665603843754,0.11191028620824521,0
8,82.03438072615326,39.5242827514133,61.68223707387155,68.40589402948929,2.5862980801035618,0.17166146365040746,0
4,72.29320241230504,30.295143879238115,69.5985116568369,77.21274301173378,7.020566189311397,0.010675008249362027,0
19,75.73190234948636,27.3924482288453,95.52137841890037,52.03180359844963,8.812130181281626,0.1886258747769192,0
18,87.1353733176943,27.869688335973272,99.47755367998353,72.3802127479901,9.368813316401514,0.04239842217071214,0
2,83.1603134817174,33.240224830952705,98.3340551393421,78.99720795951097,6.90456875901115,0.0857639329772751,1
19,83.75136273190785,25.3255271733735,68.43292071800968,52.59352047731318,4.175582412819802,0.16899258636189068,0
18,90.80597152622249,36.553921606082255,58.74487780415008,46.04156985129937,4.274404725989554,0.13261332169241238,0
3,71.51945390758578,30.8885353496695,64.29609648290389,78.59426659510785,7.860232966446721,0.032178623005009184,0
6,92.6206676970267,28.350373224613428,52.578099225214636,64.97017589294957,8.837535324589364,0.18361816474883932,0
6,86.28068906422753,29.37395019138116,50.39067258968068,46.50766128239128,9.656824385822837,0.1717317662828703,0
13,86.02268314958125,37.04716120437202,51.77759990413081,63.25678883034218,7.833167624744988,0.08975829975506704,0
13,70.75520500553105,25.5577171305579,83.57517536310776,57.15838218827599,6.02914034023581,0.07944474045214192,0
3,92.75181541995477,36.569812802795205,57.24280497080792,42.53604979569035,9.217588518446847,0.14924445090107433,0
16,70.69954977898398,36.43445368839609,73.83850978848663,75.72441178754848,9.485092321201368,0.11782369942187794,0
8,74.63619924819052,26.223118286371854,71.05088317874069,73.41682007838395,5.208391212172534,0.013331454857086453,0
8,92.39777980214136,37.4655458361504,95.85459898863485,48.24046840216442,9.535433476357523,0.017555658059072922,0
12,73.16819178106333,27.58063245387789,96.88713564830024,73.37827869413985,6.42915498289532,0.16180756905240642,0
18,79.94970393639981,27.046485535307045,91.31659531560767,71.52984274197529,4.681208992615016,0.08766216492670824,0
7,89.00123003406351,27.49601794257083,89.09578188588311,69.65890617341671,8.945429329595541,0.034914737042725255,0
8,84.07368604828841,25.041370133968588,91.87949725408473,49.57514080229227,4.77717436313262,0.17967080738632635,0
19,88.26195130509842,33.00185033899059,96.50520416410183,41.49820582881924,4.243172988936189,0.14774529085576332,0
12,74.82115250042055,30.534637773980478,78.310652747446,72.72274660539978,8.368449215142416,0.08103174315061663,0
18,80.301311085839,27.148798458382526,72.38050632177539,71.48165231979766,9.775624163445901,0.03561695805642574,0
10,82.45970244350983,38.0309286546664,91.82392092012958,47.78226031309447,6.966259040981097,0.019549367548010115,0
15,76.09058811652247,32.59302499610823,71.68991388675839,50.56008025171675,3.9136977712249132,0.13166918152135987,0
10,94.94793811088856,30.23062103315489,64.2772180370741,49.75724816660189,8.520925128131893,0.12890708549978377,0
19,86.77788935930599,32.99080867744959,74.61133900166246,60.94453339055799,9.225075483113097,0.1509318538005554,0
1,92.09448591673862,37.13817853125316,68.06657241856914,69.10563815364243,2.341574979706619,0.13307961288079612,0
10,79.82416937143647,27.56402208976157,78.96754394503688,51.15004002833965,3.784799405355284,0.09541354172602852,0
12,93.1209954085358,37.98514914199413,75.05381961291323,47.252450481173916,6.553761892612716,0.03189361207484868,0
18,76.29066890563388,33.78167193744439,76.6781488407466,68.72445467716952,3.993373808123872,0.08052258254159263,0
10,73.94709675651507,34.23297841795654,52.07542734000597,77.50746900482187,6.562565396494698,0.1256091174507145,0
1,89.67150068288247,33.828132588110265,61.90837315982254,54.571483561854876,8.444975174851495,0.10975790138893783,0
17,94.3254158189336,28.31978678822631,66.54543193604005,59.33158757796889,2.2464628369126354,0.06550630960125951,0
